epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.458991307765,0.342325442781,8.72215473652,0.01,0.26563390096,0.246190920472,7.04512087504
1,0.539563310643,0.470769204199,5.06643891335,0.01,0.240012610952,0.205812613169,4.9404408137
2,0.587711458405,0.502823966245,4.62596613169,0.01,0.328417713443,0.270437628031,3.02773714066
3,0.609465012948,0.51737173895,4.43283389012,0.01,0.322339117527,0.278615012765,3.38462495804
4,0.615464786688,0.531433341404,4.24574035406,0.01,0.295666495959,0.241156592965,3.53940788905
5,0.636458143592,0.561704744895,4.08699937661,0.01,0.367500056823,0.2829965204,3.10704549154
6,0.638791278005,0.559635798136,3.92466113965,0.01,0.319511671861,0.23446187377,3.72205511729
7,0.655304471652,0.573949878414,3.71363614003,0.01,0.279969284932,0.214355473717,3.65206082662
8,0.657218486071,0.592848330736,3.59996527433,0.01,0.359509021044,0.294346357385,2.79337819417
9,0.67964801689,0.608061060309,3.49607414007,0.01,0.318719476461,0.223897318045,3.32831597328
10,0.646138121684,0.587709844112,3.57165573041,0.01,0.28402684629,0.248073210319,3.03613026937
11,0.69061845541,0.611028954387,3.3922825257,0.01,0.423626462619,0.38002427419,1.98869673411
12,0.679395298163,0.61892854174,3.29761278629,0.01,0.307078808546,0.2625135233,3.6418753465
13,0.6614519159,0.606045360367,3.40558881561,0.01,0.163013711572,0.164818545183,3.76384655635
14,0.687615141273,0.616632069151,3.2417110006,0.01,0.143112435937,0.172554627061,4.27496830622
15,0.695417026679,0.624467660983,3.04934146007,0.01,0.221904759606,0.194954559207,4.18746169408
16,0.702332178752,0.641407445073,2.82925791542,0.01,0.313016504049,0.272140741348,3.94969940186
17,0.714873885115,0.653247058392,2.81113920609,0.01,0.323931634426,0.26595612367,3.29023806254
18,0.728957116604,0.667059883475,2.56935817997,0.005,0.458008329074,0.403754075368,1.84146988392
19,0.736018374562,0.671738937497,2.4270606935,0.005,0.553274263938,0.508171687524,1.41742368539
20,0.74935931464,0.689843783776,2.27969044447,0.005,0.473317970832,0.424148251613,1.98935524623
21,0.745503425598,0.688523168365,2.23224589229,0.005,0.447936246792,0.401525129875,2.06770539284
22,0.745878661672,0.690341055393,2.24336604277,0.005,0.457910915216,0.401151617368,2.0306634903
23,0.752912332614,0.695697988073,2.0965320766,0.005,0.388399501642,0.34308886528,2.13503309091
24,0.757708360751,0.698430374265,2.02381886045,0.005,0.380668391784,0.336770618955,2.4831854105
25,0.75765901804,0.704387744268,1.99285021424,0.005,0.567411820094,0.539044727882,1.36477164427
26,0.768727491299,0.710810850064,1.78890662392,0.005,0.515920013189,0.489810496569,1.85805360476
27,0.772322282195,0.715838159124,1.71188602845,0.005,0.643260200818,0.600134909153,1.05442970991
28,0.770298009117,0.720866113901,1.7944427828,0.005,0.579371154308,0.538768420617,1.28531197707
29,0.769533028205,0.713714028398,1.79996298254,0.005,0.663011670113,0.629780073961,0.964036186536
30,0.773267239332,0.721908569336,1.67407619953,0.005,0.445005794366,0.415395836035,2.00748817126
31,0.772541423639,0.723204101125,1.61244235436,0.005,0.670276125272,0.660822431246,1.4211991628
32,0.768683632215,0.721267039577,1.72994303207,0.005,0.70187429587,0.678948362668,0.988587508599
33,0.759204735359,0.706573814154,1.96383051078,0.005,0.586395263672,0.540787935257,1.1698426803
34,0.775543327133,0.719732974966,1.62593829632,0.005,0.577097843091,0.521331797043,1.24688176314
35,0.783124287923,0.736030295491,1.52829986811,0.005,0.697819530964,0.65474186341,1.05718811353
36,0.786326408386,0.734673529863,1.35538089772,0.0025,0.544636289279,0.520417481661,1.66937565804
37,0.790077279011,0.738424360752,1.36073936522,0.0025,0.725970963637,0.700629691283,0.723286569118
38,0.789099310835,0.742158725858,1.2881038785,0.0025,0.721071859201,0.699091374874,0.758264670769
39,0.799757003784,0.750550816456,1.11264123023,0.0025,0.724066674709,0.708846867085,0.842317004999
40,0.798546408614,0.750404208899,1.22332682709,0.0025,0.715389768283,0.691202322642,0.692225396633
41,0.796747520566,0.753053372105,1.14753768593,0.0025,0.632851163546,0.592384616534,1.05997351805
42,0.802308971683,0.753824631373,1.03572630386,0.0025,0.713114937147,0.683213412762,0.724164466063
43,0.794722681244,0.751010522246,1.25201395651,0.0025,0.727974712849,0.692957818508,0.641706953446
44,0.800761416554,0.755022833745,1.08467843632,0.0025,0.692024489244,0.667003909747,0.786904801925
45,0.805929243565,0.75697038571,1.06456788629,0.0025,0.682331343492,0.648299654325,0.872586806615
46,0.798692772786,0.758245428403,1.07414380958,0.0025,0.651806890965,0.620784004529,1.10202685992
47,0.802048871915,0.753011142214,1.21003089348,0.0025,0.751782238483,0.732053816319,0.716863940159
48,0.795917764306,0.751503631473,1.06896617015,0.0025,0.74079589049,0.714644451936,0.629578083754
49,0.80630817016,0.762896349033,0.984520281355,0.0025,0.620641330878,0.603730758031,1.39392316341
50,0.807907998562,0.764725754658,0.982368039588,0.0025,0.580389906963,0.54126205047,1.29575550556
51,0.80392870307,0.757245033979,1.00580841303,0.0025,0.661212404569,0.613419433435,0.885261714458
52,0.805783460538,0.761162693302,0.993155024946,0.0025,0.723367810249,0.687958081563,0.626358191172
53,0.805185317993,0.764325906833,1.02348987013,0.0025,0.752550999324,0.723195135593,0.694983462493
54,0.809721251329,0.762671341499,0.870415282746,0.0025,0.764208992322,0.745884418488,0.526555135846
55,0.807234058777,0.765326946974,0.985396184027,0.0025,0.630609154701,0.601807713509,1.09524347385
56,0.810444320242,0.768786797921,0.896067068291,0.0025,0.669644415379,0.632016380628,1.10030748447
57,0.8212261796,0.774323140581,0.712438372274,0.0025,0.762593348821,0.744104365508,0.629032621781
58,0.816530923049,0.776594132185,0.737025695542,0.0025,0.760850787163,0.734663128853,0.619917571545
59,0.818869148691,0.77580241859,0.741258330643,0.0025,0.685486594836,0.673056880633,0.768666843573
60,0.814510524273,0.773815239469,0.793017243346,0.0025,0.752397934596,0.736775139968,0.676340123018
61,0.814520766338,0.772937218348,0.770666559537,0.00125,0.784861246745,0.741005738576,0.413926074902
62,0.828844770789,0.787757227818,0.527155821522,0.00125,0.704700469971,0.680815140406,0.702623744806
63,0.826346779863,0.787091687322,0.512644038846,0.00125,0.749798059464,0.708581606547,0.533731460571
64,0.830058539907,0.787726163864,0.502576707552,0.00125,0.785441339016,0.750514566898,0.477654779951
65,0.834275563558,0.792575041453,0.437655285001,0.00125,0.785400132338,0.749539613724,0.495484640201
66,0.824913029869,0.786396925648,0.6031921419,0.00125,0.762567142646,0.722623149554,0.511856516202
67,0.826625694831,0.784279614687,0.602870239566,0.00125,0.80619430542,0.767984012763,0.377781281869
68,0.82597326239,0.786235744754,0.54894581375,0.00125,0.771389007568,0.74406170845,0.521340290705
69,0.830156832933,0.790865644813,0.450263607781,0.00125,0.789461533229,0.760717133681,0.470645507177
70,0.836287563046,0.79404553771,0.422432286044,0.00125,0.767443597317,0.737071871758,0.55629709363
71,0.823856035868,0.784852951765,0.597141642123,0.00125,0.759554545085,0.72783946991,0.788725833098
72,0.827896689375,0.789409408967,0.49369269982,0.00125,0.782332340876,0.7583801349,0.454396227996
73,0.830856894453,0.790067086617,0.487856080135,0.00125,0.7965777119,0.765114764373,0.4202833275
74,0.835336173574,0.794447461764,0.370601275936,0.000625,0.687276721001,0.642070293427,0.874288618565
75,0.841354434689,0.800852790475,0.288928447912,0.000625,0.815022786458,0.765730261803,0.344291567802
76,0.837311555942,0.79986376067,0.267141843215,0.000625,0.806528468927,0.776284058889,0.357369442781
77,0.844911952813,0.805338735382,0.220439833278,0.000625,0.810095707575,0.770277321339,0.337889134884
78,0.840390269955,0.802114372452,0.272289625059,0.000625,0.786440531413,0.7540427049,0.415315588315
79,0.843605990211,0.803076605002,0.234826744534,0.000625,0.820170342922,0.782532811165,0.299666340152
80,0.841630230347,0.807232275605,0.207002903335,0.000625,0.651667535305,0.618205845356,0.955758074919
81,0.845466037591,0.80652509133,0.185716501748,0.000625,0.768838246663,0.749670465787,0.652382383744
82,0.840840344628,0.804225161672,0.250293827616,0.000625,0.823509216309,0.781909922759,0.298340601226
83,0.838133623203,0.79848801593,0.356259722263,0.000625,0.615133921305,0.585129499435,1.03160095215
84,0.83615531524,0.79987428089,0.345101959538,0.000625,0.816001117229,0.773515681426,0.295434301098
85,0.841611102223,0.80433520178,0.244954518974,0.000625,0.824619789918,0.79464507103,0.288032720486
86,0.845563878616,0.806549305717,0.200049880271,0.000625,0.777646899223,0.765424390634,0.508795057734
87,0.844194288055,0.806298558911,0.183033300874,0.000625,0.69842249155,0.66638280948,0.790306846301
88,0.839594716827,0.806774040063,0.266860641539,0.000625,0.814060966174,0.786581337452,0.338577928642
89,0.847735529145,0.804722219706,0.260834936363,0.000625,0.756317635377,0.741843819618,0.814183533192
90,0.842343082031,0.806367571155,0.186660863149,0.000625,0.775141914686,0.737333993117,0.411869605382
91,0.845562164982,0.806419486801,0.19683832551,0.000625,0.821878314018,0.782683392366,0.295453300079
92,0.846255679925,0.80847479403,0.141730420602,0.0003125,0.827723960082,0.795179009438,0.281225641569
93,0.847527633111,0.810694500804,0.108170653072,0.0003125,0.817900339762,0.792595207691,0.306107898553
94,0.852470075091,0.815225437284,0.0205160311113,0.0003125,0.815911094348,0.790083309015,0.320331228276
95,0.85012080272,0.813452308377,0.0918542891741,0.0003125,0.813523610433,0.768333276113,0.316384971142
96,0.852038890123,0.81581022342,0.0369398863986,0.0003125,0.797673046589,0.778900702794,0.428273841739
97,0.854647194346,0.817532047629,-0.00966977685069,0.0003125,0.816031893094,0.775055547555,0.323926289876
98,0.853288407127,0.817091797789,-0.00491143390536,0.0003125,0.83179295063,0.8014168938,0.257218179603
99,0.852435688178,0.817010263602,0.0385945787032,0.0003125,0.816684464614,0.795519848665,0.3369658192
100,0.853935167193,0.817189609011,0.0253726709634,0.0003125,0.831839243571,0.802763621012,0.272300697863
101,0.8537500302,0.816472575068,0.0340266907588,0.0003125,0.807758589586,0.787931402524,0.381283601125
102,0.850523193677,0.814180970192,0.0860680546612,0.0003125,0.830606838067,0.800378322601,0.276055579384
103,0.853947947423,0.816322589914,-0.00333627934257,0.0003125,0.839117685954,0.806955019633,0.241283307473
104,0.853062311808,0.817057594657,0.00615542009473,0.0003125,0.830405175686,0.806233982245,0.274753153324
105,0.855879977345,0.820159514745,-0.0469201731806,0.0003125,0.830456793308,0.804307043552,0.273931396504
106,0.849678729971,0.815544302265,0.0556710924332,0.0003125,0.8218673865,0.789983510971,0.314327160517
107,0.849939599633,0.81493182977,0.073169201302,0.0003125,0.839128871759,0.809394558271,0.246850118041
108,0.854038114349,0.816636140148,0.000827265282472,0.0003125,0.814730842908,0.794606884321,0.337542762359
109,0.854845871528,0.818824420373,-0.0207236999025,0.0003125,0.84098815918,0.808198034763,0.242490167419
110,0.855607479811,0.819810137153,-0.0126487889017,0.00015625,0.822910825411,0.802069365978,0.304990798235
111,0.856891825795,0.820980643233,-0.0562656788776,0.00015625,0.834339121977,0.810108661652,0.268916741014
112,0.856814508637,0.820832341909,-0.0442002434283,0.00015625,0.826682051023,0.805856426557,0.304954446852
113,0.855243305365,0.819892883301,-0.0400812330966,0.00015625,0.841491202513,0.811938643456,0.229370748003
114,0.858505502343,0.823978523413,-0.11942653358,0.00015625,0.82126869758,0.802121261756,0.332734100521
115,0.855593105157,0.820091490944,-0.0177145556857,0.00015625,0.844803373019,0.810485363007,0.229529152314
116,0.856805801392,0.82050546507,-0.0558479838073,0.00015625,0.835577130318,0.810950716337,0.254582415024
117,0.858269497752,0.8230214715,-0.0862951148301,0.00015625,0.83694533507,0.811192949613,0.260520661871
118,0.857819572091,0.82246341308,-0.0901234019548,0.00015625,0.843883256118,0.815320968628,0.22990047435
119,0.858991622925,0.822878931959,-0.0716436430812,0.00015625,0.842652380466,0.812031964461,0.242966905236
120,0.854968776306,0.819608117143,0.00601116195321,7.8125e-05,0.838383495808,0.813300073147,0.248734345039
121,0.859673688809,0.824218377471,-0.120437085008,7.8125e-05,0.842290997505,0.814418792725,0.241947089632
122,0.859111150106,0.823226923744,-0.0953295330207,7.8125e-05,0.838489015897,0.81453204155,0.25049204131
123,0.858805790544,0.823735018571,-0.102632998489,7.8125e-05,0.845868170261,0.816003958384,0.221528852979
124,0.856309130788,0.821179196239,-0.0392899742971,7.8125e-05,0.842969516913,0.816456596057,0.236963957548
125,0.858281513055,0.823544487357,-0.0949045385544,7.8125e-05,0.843353251616,0.817536950111,0.231254085898
126,0.859346518914,0.824640889963,-0.121988968613,7.8125e-05,0.847064216932,0.815457264582,0.221621222794
127,0.857698371013,0.823105757435,-0.0743841013561,7.8125e-05,0.8417780598,0.81654894352,0.233266701301
128,0.859489058455,0.824095904827,-0.0987106480946,7.8125e-05,0.842681368192,0.810838083426,0.249750331044
129,0.858647664388,0.823418458303,-0.0989696523175,7.8125e-05,0.844841003418,0.817106723785,0.232090140382
130,0.856978287299,0.821926921606,-0.0843499026572,3.90625e-05,0.844199875991,0.817407449087,0.232215166092
131,0.857470194499,0.82248544693,-0.0715482284625,3.90625e-05,0.840329229832,0.816447039445,0.242539517581
132,0.857889175415,0.822213321924,-0.0559050474937,3.90625e-05,0.842557529608,0.817043860753,0.237315918008
133,0.852685799201,0.818081031243,0.044436139365,3.90625e-05,0.846542636553,0.81780564785,0.226801854869
134,0.855902920167,0.820227588216,-0.0215316681812,3.90625e-05,0.847321828206,0.816117703915,0.225887879729
135,0.860194022457,0.824128662546,-0.107884567852,3.90625e-05,0.848167161147,0.818500697613,0.216955766082
